age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,mental_fatigue_score,screen_time_group,sleep_group,caffeine_group,age_group
36,Male,Teacher,3.41,98,8.04,4.97,7.61,1,114,7.21,Medium,High,Low,30-50
41,Female,Freelancer,8.03,99,6.09,5.05,10,3,85,10,High,Medium,High,30-50
41,Male,Freelancer,7.68,28,5.73,4.44,10,0,47,9.5,High,Low,None,30-50
28,Female,Student,9.59,96,6.66,2.91,10,4,20,9.43,High,Medium,High,Under 30
39,Male,Teacher,5.56,25,5.94,5.92,6.39,0,20,7.8,Medium,Low,None,30-50
32,Female,Designer,5.93,7,6.57,5.94,7.55,1,60,6.16,Medium,Medium,Low,30-50
27,Male,Student,9.13,72,6.15,3.24,10,0,119,10,High,Medium,None,Under 30
58,Male,Freelancer,9.27,21,4.98,4.16,10,1,53,10,High,Low,Low,50+
44,Male,Teacher,6.85,68,8.88,4.95,10,1,58,8.74,High,High,Low,30-50
26,Female,Freelancer,8.38,43,4.08,5.81,10,3,5,9.33,High,Low,High,Under 30
45,Female,Student,5.55,40,8.63,7.06,6.97,1,24,6.54,Medium,High,Low,30-50
18,Female,Software Engineer,4.49,35,8.14,5.48,6.8,2,31,8.29,Medium,High,Low,Under 30
34,Female,Freelancer,8.78,95,6.1,5.21,10,2,118,10,High,Medium,Low,30-50
48,Female,Software Engineer,8,29,5.61,5.37,10,3,60,10,High,Low,High,30-50
27,Female,Manager,3.18,48,4.82,8.67,6,1,34,7,Medium,Low,Low,Under 30
54,Female,Software Engineer,1.43,107,4.67,6.74,5.11,4,61,4.59,Low,Low,High,50+
46,Male,Doctor,6.09,108,6.75,7.42,8.64,4,117,10,High,Medium,High,30-50
35,Female,Software Engineer,8.57,106,4.53,3.53,10,4,72,9.09,High,Low,High,30-50
55,Female,Software Engineer,3.22,118,6.38,5.75,7.99,0,24,7.92,Medium,Medium,None,50+
56,Male,Designer,7.91,16,8.07,5.9,7.9,4,102,7.78,High,High,High,50+
23,Female,Researcher,4.73,29,7.79,8.35,5.48,1,88,5.6,Medium,Medium,Low,Under 30
57,Female,Student,4.02,110,4.66,6.48,6.19,3,101,7.88,Medium,Low,High,50+
29,Male,Student,2.56,72,8.81,6.79,3.9,3,48,3.02,Low,High,High,Under 30
31,Male,Software Engineer,9.41,3,5.43,3.66,10,4,7,10,High,Low,High,30-50
27,Male,Student,3.03,75,7.53,6.62,5.42,0,102,5.63,Medium,Medium,None,Under 30
37,Male,Teacher,3.51,34,5.5,7.06,6.6,1,42,6.56,Medium,Low,Low,30-50
32,Male,Manager,3.98,83,7.09,7.69,5.81,1,38,5.88,Medium,Medium,Low,30-50
48,Male,Freelancer,3.56,16,6.86,7.14,3.96,4,109,1.72,Medium,Medium,High,30-50
24,Male,Software Engineer,2.47,85,4.89,9.3,4.78,0,33,4.8,Low,Low,None,Under 30
58,Female,Manager,4.19,6,7.26,7.61,6.34,0,28,6.77,Medium,Medium,None,50+
27,Male,Software Engineer,5.25,102,5.63,5.79,7.66,1,42,7.5,Medium,Low,Low,Under 30
27,Male,Doctor,5.97,116,7.06,5.29,9.33,0,59,9.74,Medium,Medium,None,Under 30
56,Male,Manager,2.41,61,6.71,7.97,3.76,4,45,3.47,Low,Medium,High,50+
45,Male,Teacher,8.01,57,8.21,2.71,10,3,45,9.27,High,High,High,30-50
47,Other,Software Engineer,3.8,43,5.07,7.1,5.74,3,65,5.42,Medium,Low,High,30-50
54,Female,Software Engineer,9.26,57,4.76,4.28,10,0,54,10,High,Low,None,50+
20,Female,Student,3.97,52,8.27,8.37,3.6,3,62,2.96,Medium,High,High,Under 30
32,Male,Software Engineer,8.77,117,6.22,4.92,10,3,83,10,High,Medium,High,30-50
38,Female,Manager,4.17,105,7.91,6,8.11,4,86,9.59,Medium,Medium,High,30-50
54,Male,Manager,5.55,71,8.8,6.22,6.93,1,30,6.84,Medium,High,Low,50+
29,Male,Software Engineer,4.35,8,6.72,7.91,5.53,4,108,3.78,Medium,Medium,High,Under 30
21,Male,Software Engineer,4.48,109,5.5,6.23,6.26,0,43,8.14,Medium,Low,None,Under 30
26,Other,Software Engineer,6.57,5,7.97,7.7,5.23,0,26,7.23,High,Medium,None,Under 30
56,Male,Doctor,7.24,18,8.65,5.87,10,1,20,10,High,High,Low,50+
59,Female,Teacher,8.83,85,5.23,3.99,10,3,114,10,High,Low,High,50+
45,Male,Researcher,6.12,110,7.44,5.2,8.89,0,59,8.41,High,Medium,None,30-50
40,Male,Freelancer,2.95,19,7.9,8.69,2.56,1,104,2.98,Low,Medium,Low,30-50
57,Female,Researcher,9.91,63,4.13,3.24,10,1,67,9.17,High,Low,Low,50+
39,Male,Manager,7.15,83,6.96,4.96,10,4,43,10,High,Medium,High,30-50
41,Female,Doctor,4.37,90,7.17,5.78,5.59,1,40,5.93,Medium,Medium,Low,30-50
43,Male,Freelancer,9.71,26,7.18,4.98,10,4,79,8.91,High,Medium,High,30-50
47,Male,Student,9.63,6,4.42,4.49,10,2,45,9.08,High,Low,Low,30-50
50,Female,Designer,1.72,117,4.11,8.02,3.53,0,48,2.53,Low,Low,None,30-50
33,Female,Software Engineer,1.18,23,5.47,7.91,1.76,3,8,2.36,Low,Low,High,30-50
39,Male,Manager,1.4,7,5.79,8.81,2.42,0,37,2.57,Low,Low,None,30-50
35,Female,Freelancer,7.17,66,4.72,4.14,10,0,94,10,High,Low,None,30-50
24,Female,Student,7.4,10,6.55,5.95,10,3,86,10,High,Medium,High,Under 30
43,Male,Manager,7.52,99,5.14,5.27,9.39,3,75,9.62,High,Low,High,30-50
25,Female,Researcher,6.67,65,5.69,5.29,8.06,4,103,8.68,High,Low,High,Under 30
23,Male,Researcher,3.57,0,5.46,7.36,4.43,3,1,4.51,Medium,Low,High,Under 30
47,Male,Designer,2.5,6,7.86,6.7,4.58,4,92,3.73,Low,Medium,High,30-50
56,Female,Freelancer,9.35,23,8.39,2.81,10,4,118,8.65,High,High,High,50+
40,Male,Software Engineer,9.22,11,5.49,4.53,10,4,18,10,High,Low,High,30-50
49,Female,Manager,3.18,62,5.88,7.76,4.66,1,13,5.99,Medium,Low,Low,30-50
39,Female,Software Engineer,2.51,71,8.08,5.91,6.46,0,63,6.29,Low,High,None,30-50
59,Male,Designer,4.38,12,7.8,7.35,5.24,0,53,8.12,Medium,Medium,None,50+
26,Female,Doctor,1.44,69,7.54,6.87,2.67,1,22,2.41,Low,Medium,Low,Under 30
48,Female,Freelancer,2.46,102,7.54,6.86,4.91,3,4,7.3,Low,Medium,High,30-50
24,Female,Designer,4.42,87,5.49,6.65,6.9,4,27,6.86,Medium,Low,High,Under 30
26,Male,Designer,3.15,115,8.68,4.97,5.94,1,50,7.14,Medium,High,Low,Under 30
30,Male,Manager,7.63,23,8.05,4.96,10,4,83,9.57,High,High,High,30-50
20,Female,Researcher,9.14,37,5.06,4.32,10,2,119,9.38,High,Low,Low,Under 30
52,Female,Freelancer,9.18,107,7.31,4.72,9.27,0,9,9.55,High,Medium,None,50+
50,Male,Teacher,6.44,70,4.77,6,9.83,0,10,10,High,Low,None,30-50
38,Female,Software Engineer,7.33,9,6.89,6.58,8.05,0,75,7.99,High,Medium,None,30-50
48,Female,Freelancer,5.45,29,5.45,7.17,5.17,4,70,3.85,Medium,Low,High,30-50
51,Male,Researcher,2.32,102,4.53,7.59,4.9,3,23,5.41,Low,Low,High,50+
49,Female,Manager,6.72,87,7.02,3.55,10,0,68,10,High,Medium,None,30-50
52,Male,Software Engineer,4.15,26,8.42,4.77,8.22,0,44,8.23,Medium,High,None,50+
32,Male,Doctor,1.05,29,4.7,7.54,3.64,4,86,3.94,Low,Low,High,30-50
49,Male,Freelancer,6.17,78,8.5,4.97,7.35,3,86,5.69,High,High,High,30-50
23,Male,Doctor,2.79,116,4.64,7.06,5.79,0,7,7.24,Low,Low,None,Under 30
38,Male,Teacher,8.98,1,7.71,5.51,9.87,4,33,10,High,Medium,High,30-50
50,Female,Teacher,9.41,7,8.95,4.13,10,0,33,10,High,High,None,30-50
49,Female,Teacher,2.46,16,4.47,8.66,4.3,1,101,3.93,Low,Low,Low,30-50
36,Male,Researcher,1.26,47,5.06,6.27,3.49,1,49,3.72,Low,Low,Low,30-50
50,Female,Doctor,1.04,63,6.32,8.76,3.24,0,45,2.84,Low,Medium,None,30-50
45,Female,Designer,9.22,60,7.69,3.76,10,4,1,7.78,High,Medium,High,30-50
48,Male,Researcher,2.37,12,8.49,10,2.74,4,41,2.74,Low,High,High,30-50
38,Male,Manager,4.92,81,7.65,5.18,7.12,4,65,7.12,Medium,Medium,High,30-50
51,Male,Software Engineer,1.51,20,7.86,7.25,4.69,3,60,5.52,Low,Medium,High,50+
32,Male,Software Engineer,4.36,99,6.26,7.37,5.96,2,1,4.62,Medium,Medium,Low,30-50
31,Female,Manager,8.07,75,5.78,3.28,10,4,115,9.79,High,Low,High,30-50
36,Male,Student,4.66,106,6.54,5.81,6.42,4,30,5.86,Medium,Medium,High,30-50
32,Female,Doctor,7.98,1,7.25,5.86,9.37,0,46,6.89,High,Medium,None,30-50
23,Female,Doctor,7.2,83,6.51,5.68,7.31,4,99,7,High,Medium,High,Under 30
26,Male,Teacher,5.66,22,7.95,6.02,6.71,2,60,7.65,Medium,Medium,Low,Under 30
54,Female,Researcher,7.64,84,4.79,4.48,10,0,7,9.29,High,Low,None,50+
37,Male,Freelancer,8.91,94,5.98,4.55,10,4,109,10,High,Low,High,30-50
51,Male,Freelancer,8.14,15,4.33,4.05,10,2,51,10,High,Low,Low,50+
55,Female,Manager,7.23,12,7.36,6.73,8.17,0,71,8.33,High,Medium,None,50+
43,Male,Student,7.32,3,7.79,6.92,8.51,3,97,7.98,High,Medium,High,30-50
35,Male,Student,2.45,1,7.34,9.21,3.79,3,117,4.17,Low,Medium,High,30-50
45,Female,Doctor,9.56,113,8.78,3.53,10,0,20,9.99,High,High,None,30-50
26,Female,Teacher,2.85,64,8.66,6.72,6.01,2,119,4.98,Low,High,Low,Under 30
49,Male,Software Engineer,4.14,25,5.35,6.75,5.63,2,42,6.02,Medium,Low,Low,30-50
23,Male,Teacher,5.66,29,5.22,6.75,8.58,1,14,9.51,Medium,Low,Low,Under 30
31,Female,Software Engineer,2.14,117,4.13,6.84,1,1,57,1,Low,Low,Low,30-50
45,Female,Freelancer,6.34,37,6.51,5.58,8.29,4,83,8.89,High,Medium,High,30-50
41,Male,Doctor,2.64,19,8.31,9.16,4.03,1,115,6.1,Low,High,Low,30-50
30,Female,Researcher,9.31,24,4.79,5.62,9.48,0,68,10,High,Low,None,30-50
29,Female,Teacher,9,51,6.97,5.59,10,2,12,10,High,Medium,Low,Under 30
36,Female,Student,5.9,82,7.6,7.93,5.94,2,15,6.35,Medium,Medium,Low,30-50
38,Female,Manager,5.05,90,5.84,7.7,4.95,0,118,4.31,Medium,Low,None,30-50
44,Female,Designer,1.92,9,7.51,8.39,3.62,3,37,3.03,Low,Medium,High,30-50
36,Male,Student,8.41,40,8.19,4.92,10,1,2,10,High,High,Low,30-50
41,Male,Freelancer,4.41,80,4.05,5.58,8.23,0,64,8.27,Medium,Low,None,30-50
43,Female,Manager,3.22,60,7.68,8.66,3.54,4,58,5.33,Medium,Medium,High,30-50
45,Female,Software Engineer,9.96,110,7,2.83,10,3,103,8.82,High,Medium,High,30-50
35,Female,Doctor,7.01,1,8.22,6.23,8.15,0,46,7.2,High,High,None,30-50
53,Male,Teacher,1.66,80,4.69,7.82,4.81,1,69,3.4,Low,Low,Low,50+
59,Female,Freelancer,8.21,6,8.04,5.7,9.07,3,38,10,High,High,High,50+
46,Male,Freelancer,7.75,59,4.71,3.88,10,4,50,8.34,High,Low,High,30-50
34,Other,Doctor,4.61,60,6.92,8.19,3.49,3,49,3.26,Medium,Medium,High,30-50
21,Male,Doctor,2.11,79,5.35,9.47,3.19,2,90,2.62,Low,Low,Low,Under 30
46,Female,Software Engineer,5.48,112,5.2,4.78,6.98,0,0,4.6,Medium,Low,None,30-50
21,Male,Doctor,7.87,26,6.49,7.04,7.52,3,23,6.12,High,Medium,High,Under 30
27,Female,Teacher,1.68,0,7.79,8.69,1.82,0,12,1.48,Low,Medium,None,Under 30
42,Male,Freelancer,2.47,85,7.23,8.73,1.21,0,29,1.03,Low,Medium,None,30-50
48,Female,Student,6.57,85,8.94,6.45,8.23,0,85,8.9,High,High,None,30-50
20,Female,Doctor,6.04,26,4.6,5.64,8.12,2,51,8.03,High,Low,Low,Under 30
19,Female,Teacher,9.15,79,7.61,4.39,10,3,0,9.44,High,Medium,High,Under 30
42,Female,Teacher,8.33,59,4.28,5.7,8.24,2,28,9.03,High,Low,Low,30-50
23,Male,Software Engineer,9.27,52,5.79,6.18,9.06,1,89,10,High,Low,Low,Under 30
43,Male,Doctor,5.19,35,5.72,8.71,3.13,3,71,1.79,Medium,Low,High,30-50
25,Female,Freelancer,8.09,79,5.28,6.06,10,3,100,9.68,High,Low,High,Under 30
52,Male,Software Engineer,1.44,23,6.66,8.86,1,2,86,2.48,Low,Medium,Low,50+
44,Female,Student,3.65,34,5.22,7.87,4.98,3,86,4.41,Medium,Low,High,30-50
42,Female,Student,6.8,32,5.84,6.1,9.2,2,113,8.73,High,Low,Low,30-50
35,Male,Manager,7.87,16,8.3,4.82,8.57,0,33,10,High,High,None,30-50
18,Male,Researcher,6.13,68,5.62,6.16,7.63,1,61,8.01,High,Low,Low,Under 30
56,Male,Teacher,5.33,34,8.93,6.36,6.23,0,65,6.16,Medium,High,None,50+
20,Male,Doctor,3.1,82,5.38,6.65,4.93,4,100,6.15,Medium,Low,High,Under 30
21,Female,Manager,2.57,106,8.52,5.81,4.77,4,17,5.61,Low,High,High,Under 30
58,Female,Freelancer,8.88,46,6.16,4.54,10,0,61,10,High,Medium,None,50+
54,Male,Teacher,2.28,97,8.54,6.14,3.25,2,60,4.47,Low,High,Low,50+
32,Male,Freelancer,4.92,95,6.13,7.65,5.37,4,18,4.4,Medium,Medium,High,30-50
25,Female,Doctor,9,88,7.85,3.92,10,4,51,9.28,High,Medium,High,Under 30
55,Male,Researcher,2.33,58,6,8.53,4.8,2,45,5.4,Low,Medium,Low,50+
36,Male,Software Engineer,2.15,60,7.1,6.4,4.34,3,76,5.42,Low,Medium,High,30-50
43,Male,Student,7.23,21,4.26,5.93,9.92,2,115,10,High,Low,Low,30-50
56,Female,Manager,3.98,102,7,4.52,8.46,1,92,9.24,Medium,Medium,Low,50+
27,Male,Freelancer,4.92,113,5.58,7.04,8.14,3,65,8.18,Medium,Low,High,Under 30
55,Male,Manager,6.63,26,8.98,6.2,8.1,3,7,8.96,High,High,High,50+
31,Other,Student,4.41,96,8.05,6.8,6.84,1,83,8.98,Medium,High,Low,30-50
58,Male,Software Engineer,8.2,71,4.4,4.11,10,0,9,10,High,Low,None,50+
36,Female,Designer,9.72,93,4.99,4.06,10,3,87,10,High,Low,High,30-50
47,Male,Designer,9.4,111,7.08,5.22,9.99,3,23,10,High,Medium,High,30-50
22,Male,Freelancer,5.91,89,5.5,5.95,6.92,0,26,6.67,Medium,Low,None,Under 30
48,Male,Designer,4.19,14,5.06,7.38,4.83,1,19,5.34,Medium,Low,Low,30-50
24,Male,Doctor,4.9,35,5.78,6.58,7.1,3,82,8.2,Medium,Low,High,Under 30
36,Male,Manager,3.97,108,4.53,4.53,7.71,0,18,7.3,Medium,Low,None,30-50
48,Male,Software Engineer,4.98,56,6.77,6.58,5.45,1,58,4.98,Medium,Medium,Low,30-50
56,Male,Doctor,1.12,75,5.42,8.33,2.66,1,18,3.31,Low,Low,Low,50+
41,Male,Doctor,1.5,40,8.34,9.29,1.54,4,2,1.29,Low,High,High,30-50
51,Female,Freelancer,7.94,44,4.16,5.94,7.84,3,57,10,High,Low,High,50+
40,Female,Software Engineer,4.01,42,5.75,6.95,5.46,3,64,6.18,Medium,Low,High,30-50
57,Female,Doctor,8.15,11,6.75,6.53,8.45,0,95,8.77,High,Medium,None,50+
23,Female,Freelancer,5.32,67,5.18,7.69,6.48,0,118,8.06,Medium,Low,None,Under 30
55,Female,Manager,8.25,66,4.29,6.45,7.33,4,36,6.69,High,Low,High,50+
58,Male,Software Engineer,6.97,100,4.36,4.36,10,0,93,10,High,Low,None,50+
53,Male,Researcher,2.81,101,4.8,6.99,5.09,4,38,7.33,Low,Low,High,50+
44,Male,Designer,5.03,95,5.36,6.7,5.43,2,36,5.63,Medium,Low,Low,30-50
28,Female,Designer,7.34,89,7.53,3.69,10,4,108,10,High,Medium,High,Under 30
22,Female,Doctor,3.98,3,6.37,8.05,4.96,2,23,4.45,Medium,Medium,Low,Under 30
34,Female,Student,2.74,64,4.16,7.16,4.04,4,117,1.74,Low,Low,High,30-50
24,Male,Software Engineer,5.86,118,4.78,5.82,7.74,2,22,8.55,Medium,Low,Low,Under 30
44,Female,Teacher,3.46,4,5.84,7.79,4.03,3,73,1.5,Medium,Low,High,30-50
32,Male,Freelancer,6.35,1,6.1,6.66,7.48,4,25,7.73,High,Medium,High,30-50
30,Male,Researcher,3.45,45,4.32,6.79,6.83,1,79,6.85,Medium,Low,Low,30-50
28,Female,Teacher,9.16,74,4.61,1.69,10,4,0,10,High,Low,High,Under 30
43,Male,Doctor,4.1,8,5.31,7.17,5.25,0,6,3.37,Medium,Low,None,30-50
39,Male,Student,9.17,7,8.18,6.47,8.64,3,12,10,High,High,High,30-50
45,Female,Software Engineer,3.52,57,5.05,5.7,6.98,3,52,7.73,Medium,Low,High,30-50
41,Female,Designer,6.44,102,5.13,5.33,9.12,0,60,8.82,High,Low,None,30-50
46,Male,Doctor,2.17,62,6.47,7.98,4.89,0,35,5.18,Low,Medium,None,30-50
26,Male,Software Engineer,8.01,60,8.46,4.34,10,2,102,10,High,High,Low,Under 30
59,Female,Software Engineer,2.8,14,6.64,9.26,3.82,3,20,1.69,Low,Medium,High,50+
21,Male,Software Engineer,8.78,72,4.4,4.15,10,2,19,9.82,High,Low,Low,Under 30
35,Male,Student,5.07,41,4.93,6.58,6.68,3,19,6.15,Medium,Low,High,30-50
33,Male,Software Engineer,1.85,49,8.28,9.69,1.95,1,73,1,Low,High,Low,30-50
50,Female,Student,4.27,93,8.38,4.14,7.69,3,63,7.34,Medium,High,High,30-50
46,Male,Student,8.02,92,7.98,2.56,10,3,0,9.86,High,Medium,High,30-50
56,Male,Manager,1.69,50,6.71,9.91,1,1,108,1.36,Low,Medium,Low,50+
27,Male,Researcher,6.63,24,6.2,7.43,6.51,1,116,7.23,High,Medium,Low,Under 30
26,Male,Software Engineer,5.57,21,5.34,7.88,5.42,1,43,5.66,Medium,Low,Low,Under 30
48,Male,Manager,3.79,97,6.74,9.36,3.69,1,90,2.8,Medium,Medium,Low,30-50
45,Female,Designer,7.8,21,7.41,6.58,8.02,4,62,7.97,High,Medium,High,30-50
20,Female,Manager,1.47,109,7,7.69,2.33,4,32,1,Low,Medium,High,Under 30
31,Female,Researcher,5.48,93,5.13,4.35,8.62,3,77,8.39,Medium,Low,High,30-50
42,Female,Manager,5.56,116,8.52,5.41,6.68,4,18,5.82,Medium,High,High,30-50
32,Female,Researcher,1.78,73,5.95,7.13,3.45,1,90,4.95,Low,Low,Low,30-50
19,Female,Freelancer,2.22,68,8.42,7.6,2.92,1,40,3.37,Low,High,Low,Under 30
41,Female,Freelancer,4.69,68,5.99,3.77,9.83,4,52,10,Medium,Low,High,30-50
31,Female,Freelancer,5.83,65,4.19,4.34,9.11,4,23,8.9,Medium,Low,High,30-50
24,Male,Software Engineer,1.48,93,7.69,7.38,3.65,4,74,4.43,Low,Medium,High,Under 30
53,Male,Designer,1.11,63,8.6,8.65,1,4,54,1.59,Low,High,High,50+
41,Other,Doctor,2.73,21,5.27,7.55,4.1,0,94,4.63,Low,Low,None,30-50
44,Female,Teacher,5.39,12,6.71,6.98,6.4,0,75,7,Medium,Medium,None,30-50
54,Female,Doctor,1.36,102,8.04,6.87,4.72,3,52,6.24,Low,High,High,50+
55,Other,Student,7.6,88,5.61,3.72,10,4,89,10,High,Low,High,50+
47,Female,Researcher,2.37,116,5.43,7.6,2.07,0,84,1.4,Low,Low,None,30-50
44,Female,Doctor,7.95,26,6.06,4.66,10,0,97,10,High,Medium,None,30-50
56,Male,Teacher,2.84,46,6.75,6.64,5.08,3,37,6.47,Low,Medium,High,50+
32,Female,Researcher,4.12,90,6.76,8.72,3.64,0,36,3.88,Medium,Medium,None,30-50
43,Female,Teacher,5.31,20,6.43,7.34,5.01,4,2,4.44,Medium,Medium,High,30-50
18,Other,Designer,4.13,30,8.1,7.66,6.08,3,88,5.62,Medium,High,High,Under 30
21,Female,Freelancer,1.21,78,4.76,7.51,2.57,3,46,2.11,Low,Low,High,Under 30
46,Female,Doctor,9.18,37,4.43,5.55,10,3,5,10,High,Low,High,30-50
18,Female,Student,3.58,38,4.84,7.57,4.58,1,107,3.93,Medium,Low,Low,Under 30
39,Male,Manager,2.22,35,7.52,7.13,4.17,0,44,5.19,Low,Medium,None,30-50
28,Male,Manager,2.19,99,4.73,8.95,4.57,3,86,5.24,Low,Low,High,Under 30
27,Female,Student,9.77,64,5.61,2.51,10,0,38,10,High,Low,None,Under 30
34,Male,Designer,2.11,10,8.4,9.33,1.14,1,71,2.35,Low,High,Low,30-50
53,Female,Researcher,4.12,68,4.7,5.26,7.41,1,4,6.5,Medium,Low,Low,50+
43,Male,Manager,1.61,33,6.64,9.2,2.44,3,99,4.69,Low,Medium,High,30-50
38,Male,Designer,7.62,100,6.53,6.08,8.92,3,82,9.69,High,Medium,High,30-50
30,Male,Manager,6.37,4,4.17,5.32,8.55,4,89,8.45,High,Low,High,30-50
26,Male,Manager,5.8,19,4.58,8.22,7.34,3,106,8.18,Medium,Low,High,Under 30
28,Male,Doctor,8.7,62,8.75,4.23,10,2,101,10,High,High,Low,Under 30
28,Other,Designer,6.16,44,8.81,6.28,8.26,0,114,8.8,High,High,None,Under 30
23,Male,Teacher,9.6,107,8.37,1.11,10,3,100,8.73,High,High,High,Under 30
18,Female,Student,6.61,41,6.16,6.6,8.21,4,81,10,High,Medium,High,Under 30
23,Other,Manager,4.19,12,6.96,6.77,4.88,1,8,3.7,Medium,Medium,Low,Under 30
30,Female,Freelancer,1.33,8,8.12,8.86,3.17,1,31,4.3,Low,High,Low,30-50
39,Male,Teacher,7.53,4,7.38,7.11,7.98,2,22,8.92,High,Medium,Low,30-50
48,Female,Software Engineer,4.36,37,8.48,6.77,4.34,3,38,5.51,Medium,High,High,30-50
39,Male,Teacher,6.39,95,5.58,3.83,10,2,79,9.06,High,Low,Low,30-50
54,Male,Freelancer,8.89,93,7.12,5.38,10,4,65,10,High,Medium,High,50+
44,Female,Student,1.07,48,6.84,8.31,3.71,0,6,4.33,Low,Medium,None,30-50
31,Male,Software Engineer,7.84,91,8.92,4.22,10,4,51,9.07,High,High,High,30-50
22,Other,Doctor,4.92,100,8.39,6.54,5.88,2,69,5.66,Medium,High,Low,Under 30
53,Female,Freelancer,2.12,27,4.83,9.26,2.84,2,25,4.05,Low,Low,Low,50+
49,Male,Software Engineer,6.24,42,4.29,8.25,6.26,1,3,7.23,High,Low,Low,30-50
51,Male,Designer,5.79,69,6.23,5.43,8.21,4,51,7.8,Medium,Medium,High,50+
24,Female,Student,8.58,40,6.73,4.06,10,0,93,10,High,Medium,None,Under 30
59,Female,Designer,5.69,43,7.95,6.74,7.1,1,92,7.58,Medium,Medium,Low,50+
27,Female,Teacher,8.45,28,4.8,5.97,9.09,0,37,9.58,High,Low,None,Under 30
34,Male,Doctor,5.9,67,8.6,5.95,8.4,3,112,8.18,Medium,High,High,30-50
47,Male,Student,5.02,81,6.86,6.22,6.38,2,46,6.11,Medium,Medium,Low,30-50
38,Male,Doctor,4.34,78,8.21,6.78,6.43,0,102,6.45,Medium,High,None,30-50
30,Male,Manager,2.56,24,8.18,8.12,5.92,4,111,4.3,Low,High,High,30-50
18,Male,Student,6.26,67,8.76,5.08,10,1,62,9.54,High,High,Low,Under 30
18,Male,Freelancer,5.9,13,7.29,5.99,8.35,2,0,7.82,Medium,Medium,Low,Under 30
50,Male,Designer,9.78,58,7.92,3.29,10,1,96,9.48,High,Medium,Low,30-50
55,Female,Teacher,4.71,61,8.1,6.99,5.72,3,58,5.3,Medium,High,High,50+
42,Female,Software Engineer,4.79,113,6.34,4.16,8.07,1,25,9.69,Medium,Medium,Low,30-50
43,Male,Researcher,2.47,16,6.16,9.37,3.53,0,63,2.25,Low,Medium,None,30-50
30,Female,Researcher,6.38,97,8.73,6.41,6.93,1,114,5.36,High,High,Low,30-50
45,Female,Doctor,8.63,116,4.33,4.27,10,1,27,8.54,High,Low,Low,30-50
50,Female,Student,3.23,18,8.76,6.46,4.33,3,92,3.91,Medium,High,High,30-50
54,Female,Student,1.08,28,6.89,7.98,3.16,0,99,3.1,Low,Medium,None,50+
58,Male,Manager,7.22,85,5.47,3.81,9.95,1,66,10,High,Low,Low,50+
47,Male,Doctor,1.28,77,6.79,6.69,3.47,3,102,1.61,Low,Medium,High,30-50
25,Male,Software Engineer,4.68,99,7.19,5.66,8.58,1,43,8.47,Medium,Medium,Low,Under 30
18,Male,Teacher,6.51,65,4.55,7.09,8.66,0,44,7.77,High,Low,None,Under 30
29,Female,Student,4.47,44,7.35,8.03,4.29,4,12,5.79,Medium,Medium,High,Under 30
22,Female,Researcher,3.35,70,8.51,8.04,5.35,1,107,5.05,Medium,High,Low,Under 30
41,Male,Student,8.19,27,8.86,3.07,10,1,1,9.66,High,High,Low,30-50
23,Female,Doctor,3.71,58,7,8.94,3.61,4,8,4.47,Medium,Medium,High,Under 30
42,Female,Doctor,2.62,53,5.64,9.33,1.81,4,68,1.43,Low,Low,High,30-50
18,Male,Student,4.5,7,6.82,6.44,5.99,4,65,5.47,Medium,Medium,High,Under 30
42,Female,Student,2.18,92,4.01,5.51,5.26,1,23,4.3,Low,Low,Low,30-50
18,Male,Manager,7.21,9,8.6,6.37,7.03,4,88,6.7,High,High,High,Under 30
49,Female,Student,7.39,20,7.92,8.05,6.19,1,68,5.57,High,Medium,Low,30-50
59,Male,Designer,1.13,34,4.83,9.3,1,1,31,1,Low,Low,Low,50+
59,Male,Student,7.25,3,7.05,6,10,2,93,9.67,High,Medium,Low,50+
20,Female,Teacher,3.69,52,4.1,7.32,6.06,0,77,8.12,Medium,Low,None,Under 30
36,Female,Teacher,6.91,84,5.08,5.94,8.22,0,117,9.9,High,Low,None,30-50
46,Male,Freelancer,7.36,101,4.85,3.85,10,1,16,10,High,Low,Low,30-50
19,Female,Manager,3.5,24,4.78,8.38,4.24,4,73,4.27,Medium,Low,High,Under 30
26,Female,Software Engineer,2.67,19,6.76,9.75,2.01,1,97,2.52,Low,Medium,Low,Under 30
34,Male,Doctor,8.44,70,8.82,3.54,10,0,82,10,High,High,None,30-50
53,Male,Software Engineer,7.65,70,4.65,5.4,10,0,52,10,High,Low,None,50+
34,Female,Student,8.53,95,8.36,5.38,9.85,3,83,9.01,High,High,High,30-50
29,Male,Doctor,4.92,95,4.41,4.18,9.75,1,75,10,Medium,Low,Low,Under 30
37,Female,Student,5.11,21,4.41,6.88,7.72,4,100,6.41,Medium,Low,High,30-50
20,Female,Doctor,4.1,48,7.14,6.28,6.74,1,117,6.08,Medium,Medium,Low,Under 30
21,Female,Manager,5.49,88,6.87,4.83,8.46,4,105,9.23,Medium,Medium,High,Under 30
34,Other,Freelancer,6.82,5,5.72,8.08,7.36,4,89,4.5,High,Low,High,30-50
54,Male,Designer,8.33,50,6.67,5.94,10,0,119,9.1,High,Medium,None,50+
59,Male,Researcher,2.65,26,7.77,9.49,3.92,3,74,3.08,Low,Medium,High,50+
